0.11487,0.0307929
0.29347,0.00923788
0.407946,0.0107775
0.477183,0.00384911
0.758851,0.00615858
0.845397,0.00615858
0.93391,0.00846805
0.0806452,0.0862202
0.149882,0.0892995
0.353265,0.0792918
0.405193,0.0931486
0.449253,0.0808314
0.529111,0.0708237
0.610543,0.0484988
0.696302,0.0354119
0.777734,0.0731332
0.928403,0.107775
0.0405193,0.13164
0.105429,0.143187
0.190401,0.113934
0.274194,0.160893
0.40952,0.176289
0.476003,0.12856
0.578285,0.126251
0.624312,0.143187
0.690795,0.0708237
0.703777,0.127021
0.734068,0.104696
0.848151,0.137028
0.958301,0.124711
0.0672699,0.17475
0.161684,0.205543
0.236428,0.189376
0.359559,0.202463
0.431943,0.228637
0.461448,0.236336
0.507081,0.17552
0.602675,0.181678
0.646341,0.166282
0.721086,0.206313
0.75295,0.189376
0.93273,0.187067
0.0236035,0.227868
0.122345,0.254042
0.187648,0.270208
0.248623,0.241724
0.297797,0.226328
0.375295,0.270208
0.486231,0.274057
0.530291,0.229407
0.625885,0.234796
0.674272,0.214781
0.730527,0.257891
0.767113,0.242494
0.852085,0.238645
0.963808,0.247883
0.0546814,0.278676
0.149489,0.293303
0.169552,0.324865
0.205744,0.314858
0.268293,0.327945
0.301338,0.311008
0.383556,0.367206
0.432337,0.353349
0.484264,0.336413
0.514949,0.327175
0.567663,0.312548
0.63572,0.291763
0.697482,0.284065
0.773013,0.301001
0.840677,0.298691
0.91188,0.30485
0.0550747,0.331794
0.088513,0.385681
0.134933,0.366436
0.194335,0.363356
0.236035,0.403387
0.282061,0.394919
0.317073,0.382602
0.398505,0.403387
0.466562,0.418784
0.490952,0.394149
0.557828,0.381062
0.601101,0.351039
0.639654,0.331024
0.708104,0.364126
0.778914,0.384911
0.809992,0.395689
0.836349,0.363356
0.88631,0.363356
0.955153,0.362587
0.0298977,0.429561
0.0350118,0.470362
0.0952006,0.452656
0.122345,0.445727
0.265146,0.472671
0.29583,0.455735
0.336743,0.438799
0.376082,0.443418
0.443745,0.469592
0.511408,0.431101
0.595594,0.381832
0.651456,0.372594
0.710071,0.409546
0.867034,0.424172
0.926829,0.438029
0.970496,0.437259
0.850511,0.517321
0.313139,0.539646
0.358379,0.474981
0.388277,0.524249
0.405193,0.505774
0.473643,0.503464
0.520063,0.481909
0.593234,0.449577
0.712431,0.503464
0.791109,0.542725
0.713218,0.56659
0.95122,0.585065
0.0310779,0.645112
0.0637293,0.644342
0.112116,0.638953
0.232494,0.632794
0.302911,0.612779
0.425256,0.549654
0.557828,0.515781
0.645161,0.542725
0.7615,0.7301
0.783635,0.577367
0.409913,0.615089
0.443745,0.580446
0.521243,0.571978
0.609363,0.623557
0.671912,0.594303
0.8155,0.611239
0.929583,0.673595
0.193155,0.692841
0.326121,0.6505
0.403226,0.65358
0.520063,0.636644
0.63336,0.645881
0.713611,0.664357
0.785995,0.65127
0.0413061,0.761355
0.0771046,0.755966
0.123918,0.752117
0.158537,0.73749
0.207317,0.728253
0.247443,0.719015
0.295043,0.69592
0.31904,0.728253
0.350118,0.692841
0.370181,0.731332
0.450826,0.700539
0.479544,0.747498
0.536979,0.745958
0.581039,0.750577
0.659717,0.707467
0.666011,0.852964
0.81904,0.743649
0.884343,0.733641
0.973643,0.729022
0.119197,0.785219
0.168371,0.786759
0.260818,0.806005
0.356806,0.772902
0.43155,0.792148
0.459087,0.815242
0.537372,0.799846
0.575531,0.806005
0.867427,0.948422
0.736035,0.798306
0.83753,0.838337
0.922109,0.802925
0.969315,0.848345
0.0287175,0.857583
0.0700236,0.841416
0.140047,0.830639
0.224626,0.843726
0.278521,0.856043
0.331629,0.836028
0.360346,0.844496
0.4107,0.811393
0.499607,0.858353
0.561762,0.91147
0.623131,0.892995
0.713611,0.859892
0.801338,0.862202
0.070417,0.932256
0.115657,0.966898
0.170338,0.900693
0.184894,0.985373
0.318647,0.906082
0.333202,0.935335
0.373328,0.931486
0.43273,0.882217
0.442172,0.936875
0.662077,0.978445
0.811959,0.969977
